Log analysis
2021-02-11 15:19:01 ALLOW TCP 127.0.0.1 127.0.0.1 57259 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:02 ALLOW TCP 127.0.0.1 127.0.0.1 57260 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:02 ALLOW TCP 127.0.0.1 127.0.0.1 57260 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:03 ALLOW TCP 127.0.0.1 127.0.0.1 57261 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:03 ALLOW TCP 127.0.0.1 127.0.0.1 57261 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:04 ALLOW TCP 127.0.0.1 127.0.0.1 57262 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:04 ALLOW TCP 127.0.0.1 127.0.0.1 57262 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:05 ALLOW TCP 127.0.0.1 127.0.0.1 57265 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:05 ALLOW TCP 127.0.0.1 127.0.0.1 57265 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:06 ALLOW TCP 127.0.0.1 127.0.0.1 57266 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:06 ALLOW TCP 127.0.0.1 127.0.0.1 57266 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:07 ALLOW TCP 127.0.0.1 127.0.0.1 57267 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:07 ALLOW TCP 127.0.0.1 127.0.0.1 57267 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:08 ALLOW TCP 127.0.0.1 127.0.0.1 57268 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:08 ALLOW TCP 127.0.0.1 127.0.0.1 57268 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:08 ALLOW UDP 192.168.1.166 192.168.1.1 55103 53 0 - - - - - - - SEND
2021-02-11 15:19:08 ALLOW TCP 192.168.1.166 23.221.52.173 57269 80 0 - 0 0 0 - - - SEND
2021-02-11 15:19:08 ALLOW UDP 192.168.1.166 192.168.1.1 55297 53 0 - - - - - - - SEND
2021-02-11 15:19:08 ALLOW TCP 192.168.1.166 23.217.53.54 57270 443 0 - 0 0 0 - - - SEND
2021-02-11 15:19:09 ALLOW TCP 127.0.0.1 127.0.0.1 57271 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:09 ALLOW TCP 127.0.0.1 127.0.0.1 57271 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:09 ALLOW UDP 192.168.56.1 239.255.255.250 55299 1900 0 - - - - - - - SEND
2021-02-11 15:19:09 ALLOW UDP 192.168.99.1 239.255.255.250 55300 1900 0 - - - - - - - SEND
2021-02-11 15:19:09 ALLOW UDP 192.168.99.1 239.255.255.250 55300 1900 0 - - - - - - - RECEIVE
2021-02-11 15:19:09 ALLOW UDP 10.5.1.4 239.255.255.250 55301 1900 0 - - - - - - - SEND
2021-02-11 15:19:09 ALLOW UDP 192.168.1.166 239.255.255.250 55302 1900 0 - - - - - - - SEND
2021-02-11 15:19:10 ALLOW TCP 127.0.0.1 127.0.0.1 57274 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:10 ALLOW TCP 127.0.0.1 127.0.0.1 57274 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:11 ALLOW TCP 127.0.0.1 127.0.0.1 57275 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:11 ALLOW TCP 127.0.0.1 127.0.0.1 57275 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:12 ALLOW TCP 127.0.0.1 127.0.0.1 57276 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:12 ALLOW TCP 127.0.0.1 127.0.0.1 57276 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:13 ALLOW TCP 127.0.0.1 127.0.0.1 57277 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:13 ALLOW TCP 127.0.0.1 127.0.0.1 57277 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:14 ALLOW TCP 127.0.0.1 127.0.0.1 57278 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:14 ALLOW TCP 127.0.0.1 127.0.0.1 57278 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:15 ALLOW TCP 127.0.0.1 127.0.0.1 57279 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:15 ALLOW TCP 127.0.0.1 127.0.0.1 57279 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:16 ALLOW TCP 127.0.0.1 127.0.0.1 57280 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:16 ALLOW TCP 127.0.0.1 127.0.0.1 57280 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:17 ALLOW TCP 127.0.0.1 127.0.0.1 57281 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:17 ALLOW TCP 127.0.0.1 127.0.0.1 57281 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:18 ALLOW TCP 127.0.0.1 127.0.0.1 57284 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:18 ALLOW TCP 127.0.0.1 127.0.0.1 57284 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:19 ALLOW TCP 127.0.0.1 127.0.0.1 57285 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:19 ALLOW TCP 127.0.0.1 127.0.0.1 57285 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:20 ALLOW TCP 127.0.0.1 127.0.0.1 57286 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:20 ALLOW TCP 127.0.0.1 127.0.0.1 57286 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:21 ALLOW TCP 127.0.0.1 127.0.0.1 57288 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:21 ALLOW TCP 127.0.0.1 127.0.0.1 57288 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:22 ALLOW TCP 127.0.0.1 127.0.0.1 57290 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:22 ALLOW TCP 127.0.0.1 127.0.0.1 57290 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:23 ALLOW TCP 127.0.0.1 127.0.0.1 57291 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:23 ALLOW TCP 127.0.0.1 127.0.0.1 57291 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:24 ALLOW TCP 127.0.0.1 127.0.0.1 57292 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:24 ALLOW TCP 127.0.0.1 127.0.0.1 57292 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:25 ALLOW TCP 127.0.0.1 127.0.0.1 57293 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:25 ALLOW TCP 127.0.0.1 127.0.0.1 57293 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:26 ALLOW TCP 127.0.0.1 127.0.0.1 57294 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:26 ALLOW TCP 127.0.0.1 127.0.0.1 57294 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:27 ALLOW TCP 127.0.0.1 127.0.0.1 57295 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:27 ALLOW TCP 127.0.0.1 127.0.0.1 57295 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:28 ALLOW TCP 127.0.0.1 127.0.0.1 57298 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:28 ALLOW TCP 127.0.0.1 127.0.0.1 57298 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:29 ALLOW TCP 127.0.0.1 127.0.0.1 57299 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:29 ALLOW TCP 127.0.0.1 127.0.0.1 57299 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:30 ALLOW TCP 127.0.0.1 127.0.0.1 57300 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:30 ALLOW TCP 127.0.0.1 127.0.0.1 57300 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:31 ALLOW TCP 127.0.0.1 127.0.0.1 57301 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:31 ALLOW TCP 127.0.0.1 127.0.0.1 57301 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:32 ALLOW TCP 127.0.0.1 127.0.0.1 57303 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:32 ALLOW TCP 127.0.0.1 127.0.0.1 57303 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:33 ALLOW TCP 127.0.0.1 127.0.0.1 57305 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:33 ALLOW TCP 127.0.0.1 127.0.0.1 57305 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:34 ALLOW TCP 127.0.0.1 127.0.0.1 57306 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:34 ALLOW TCP 127.0.0.1 127.0.0.1 57306 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:35 ALLOW TCP 127.0.0.1 127.0.0.1 57307 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:35 ALLOW TCP 127.0.0.1 127.0.0.1 57307 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:36 ALLOW TCP 127.0.0.1 127.0.0.1 57308 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:36 ALLOW TCP 127.0.0.1 127.0.0.1 57308 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:37 ALLOW TCP 127.0.0.1 127.0.0.1 57309 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:37 ALLOW TCP 127.0.0.1 127.0.0.1 57309 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:38 ALLOW TCP 127.0.0.1 127.0.0.1 57311 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:38 ALLOW TCP 127.0.0.1 127.0.0.1 57311 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:39 ALLOW TCP 127.0.0.1 127.0.0.1 57313 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:39 ALLOW TCP 127.0.0.1 127.0.0.1 57313 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:40 ALLOW TCP 127.0.0.1 127.0.0.1 57314 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:40 ALLOW TCP 127.0.0.1 127.0.0.1 57314 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:41 ALLOW TCP 127.0.0.1 127.0.0.1 57315 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:41 ALLOW TCP 127.0.0.1 127.0.0.1 57315 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:42 ALLOW TCP 127.0.0.1 127.0.0.1 57316 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:42 ALLOW TCP 127.0.0.1 127.0.0.1 57316 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:43 ALLOW TCP 127.0.0.1 127.0.0.1 57318 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:43 ALLOW TCP 127.0.0.1 127.0.0.1 57318 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:43 ALLOW UDP 192.168.1.166 192.168.1.1 63289 53 0 - - - - - - - SEND
2021-02-11 15:19:43 ALLOW TCP 192.168.1.166 23.221.54.249 57320 443 0 - 0 0 0 - - - SEND
2021-02-11 15:19:44 ALLOW TCP 127.0.0.1 127.0.0.1 57321 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:44 ALLOW TCP 127.0.0.1 127.0.0.1 57321 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:45 ALLOW TCP 127.0.0.1 127.0.0.1 57322 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:45 ALLOW TCP 127.0.0.1 127.0.0.1 57322 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:46 ALLOW TCP 127.0.0.1 127.0.0.1 57323 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:46 ALLOW TCP 127.0.0.1 127.0.0.1 57323 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:47 ALLOW TCP 127.0.0.1 127.0.0.1 57324 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:47 ALLOW TCP 127.0.0.1 127.0.0.1 57324 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:48 ALLOW TCP 127.0.0.1 127.0.0.1 57325 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:48 ALLOW TCP 127.0.0.1 127.0.0.1 57325 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:49 ALLOW TCP 127.0.0.1 127.0.0.1 57326 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:49 ALLOW TCP 127.0.0.1 127.0.0.1 57326 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:50 ALLOW TCP 127.0.0.1 127.0.0.1 57329 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:50 ALLOW TCP 127.0.0.1 127.0.0.1 57329 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:50 ALLOW UDP 127.0.0.1 127.0.0.1 61832 9999 0 - - - - - - - SEND
2021-02-11 15:19:51 ALLOW TCP 127.0.0.1 127.0.0.1 57330 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:51 ALLOW TCP 127.0.0.1 127.0.0.1 57330 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:52 ALLOW TCP 127.0.0.1 127.0.0.1 57331 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:52 ALLOW TCP 127.0.0.1 127.0.0.1 57331 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:53 ALLOW TCP 127.0.0.1 127.0.0.1 57332 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:53 ALLOW TCP 127.0.0.1 127.0.0.1 57332 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:54 ALLOW TCP 127.0.0.1 127.0.0.1 57333 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:54 ALLOW TCP 127.0.0.1 127.0.0.1 57333 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP 192.168.1.166 192.168.1.255 137 137 0 - - - - - - - SEND
2021-02-11 15:19:54 ALLOW UDP 192.168.1.166 192.168.1.255 137 137 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP 192.168.56.1 224.0.0.251 5353 5353 0 - - - - - - - SEND
2021-02-11 15:19:54 ALLOW UDP 192.168.56.1 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP 192.168.56.1 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP 192.168.56.1 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP 192.168.56.1 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP 192.168.99.1 224.0.0.251 5353 5353 0 - - - - - - - SEND
2021-02-11 15:19:54 ALLOW UDP 192.168.99.1 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP 192.168.99.1 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP 192.168.99.1 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP 192.168.99.1 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP 10.5.1.4 224.0.0.251 5353 5353 0 - - - - - - - SEND
2021-02-11 15:19:54 ALLOW UDP 10.5.1.4 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP 10.5.1.4 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP 192.168.1.166 224.0.0.251 5353 5353 0 - - - - - - - SEND
2021-02-11 15:19:54 ALLOW UDP 192.168.1.166 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP 192.168.1.166 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP 192.168.1.166 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::fb 5353 5353 0 - - - - - - - SEND
2021-02-11 15:19:54 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::fb 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::fb 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::fb 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::fb 5353 5353 0 - - - - - - - SEND
2021-02-11 15:19:54 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::fb 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::fb 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::fb 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP fe80::3de1:c8a5:c92a:d345 ff02::fb 5353 5353 0 - - - - - - - SEND
2021-02-11 15:19:54 ALLOW UDP fe80::3de1:c8a5:c92a:d345 ff02::fb 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP fe80::3de1:c8a5:c92a:d345 ff02::fb 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::fb 5353 5353 0 - - - - - - - SEND
2021-02-11 15:19:54 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::fb 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::fb 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::fb 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::1:3 54835 5355 0 - - - - - - - SEND
2021-02-11 15:19:54 ALLOW UDP 192.168.1.166 224.0.0.252 54835 5355 0 - - - - - - - SEND
2021-02-11 15:19:54 ALLOW UDP 192.168.56.1 192.168.56.255 137 137 0 - - - - - - - SEND
2021-02-11 15:19:54 ALLOW UDP 192.168.99.1 192.168.99.255 137 137 0 - - - - - - - SEND
2021-02-11 15:19:54 ALLOW UDP 192.168.99.1 192.168.99.255 137 137 0 - - - - - - - RECEIVE
2021-02-11 15:19:54 ALLOW UDP 10.5.1.4 10.5.1.255 137 137 0 - - - - - - - SEND
2021-02-11 15:19:54 ALLOW UDP fe80::3de1:c8a5:c92a:d345 ff02::1:3 63495 5355 0 - - - - - - - SEND
2021-02-11 15:19:54 ALLOW UDP 10.5.1.4 224.0.0.252 63495 5355 0 - - - - - - - SEND
2021-02-11 15:19:54 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 63495 5355 0 - - - - - - - SEND
2021-02-11 15:19:54 ALLOW UDP 192.168.56.1 224.0.0.252 63495 5355 0 - - - - - - - SEND
2021-02-11 15:19:54 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 63495 5355 0 - - - - - - - SEND
2021-02-11 15:19:54 ALLOW UDP 192.168.99.1 224.0.0.252 63495 5355 0 - - - - - - - SEND
2021-02-11 15:19:54 ALLOW UDP 192.168.99.1 224.0.0.252 63495 5355 0 - - - - - - - RECEIVE
2021-02-11 15:19:55 ALLOW TCP 127.0.0.1 127.0.0.1 57336 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:55 ALLOW TCP 127.0.0.1 127.0.0.1 57336 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:56 ALLOW TCP 127.0.0.1 127.0.0.1 57337 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:56 ALLOW TCP 127.0.0.1 127.0.0.1 57337 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:57 ALLOW TCP 127.0.0.1 127.0.0.1 57338 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:57 ALLOW TCP 127.0.0.1 127.0.0.1 57338 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:58 ALLOW TCP 127.0.0.1 127.0.0.1 57339 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:58 ALLOW TCP 127.0.0.1 127.0.0.1 57339 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:19:59 ALLOW TCP 127.0.0.1 127.0.0.1 57340 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:19:59 ALLOW TCP 127.0.0.1 127.0.0.1 57340 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:00 ALLOW TCP 127.0.0.1 127.0.0.1 57341 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:00 ALLOW TCP 127.0.0.1 127.0.0.1 57341 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:01 ALLOW TCP 127.0.0.1 127.0.0.1 57344 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:01 ALLOW TCP 127.0.0.1 127.0.0.1 57344 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:02 ALLOW TCP 127.0.0.1 127.0.0.1 57345 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:02 ALLOW TCP 127.0.0.1 127.0.0.1 57345 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:03 ALLOW TCP 127.0.0.1 127.0.0.1 57346 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:03 ALLOW TCP 127.0.0.1 127.0.0.1 57346 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:04 ALLOW TCP 127.0.0.1 127.0.0.1 57347 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:04 ALLOW TCP 127.0.0.1 127.0.0.1 57347 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:05 ALLOW TCP 127.0.0.1 127.0.0.1 57348 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:05 ALLOW TCP 127.0.0.1 127.0.0.1 57348 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:06 ALLOW TCP 127.0.0.1 127.0.0.1 57351 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:06 ALLOW TCP 127.0.0.1 127.0.0.1 57351 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:07 ALLOW TCP 127.0.0.1 127.0.0.1 57352 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:07 ALLOW TCP 127.0.0.1 127.0.0.1 57352 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:08 ALLOW UDP 192.168.1.166 172.217.174.67 63499 443 0 - - - - - - - SEND
2021-02-11 15:20:08 ALLOW TCP 192.168.1.166 172.217.174.67 57353 443 0 - 0 0 0 - - - SEND
2021-02-11 15:20:08 ALLOW TCP 127.0.0.1 127.0.0.1 57354 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:08 ALLOW TCP 127.0.0.1 127.0.0.1 57354 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:09 ALLOW TCP 127.0.0.1 127.0.0.1 57355 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:09 ALLOW TCP 127.0.0.1 127.0.0.1 57355 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:09 ALLOW UDP 192.168.1.166 192.168.1.1 55540 53 0 - - - - - - - SEND
2021-02-11 15:20:09 ALLOW UDP 192.168.1.166 142.250.67.206 55541 443 0 - - - - - - - SEND
2021-02-11 15:20:09 ALLOW TCP 192.168.1.166 142.250.67.206 57356 443 0 - 0 0 0 - - - SEND
2021-02-11 15:20:10 ALLOW TCP 127.0.0.1 127.0.0.1 57357 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:10 ALLOW TCP 127.0.0.1 127.0.0.1 57357 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:11 ALLOW TCP 127.0.0.1 127.0.0.1 57358 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:11 ALLOW TCP 127.0.0.1 127.0.0.1 57358 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:12 ALLOW TCP 127.0.0.1 127.0.0.1 57359 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:12 ALLOW TCP 127.0.0.1 127.0.0.1 57359 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:13 ALLOW TCP 127.0.0.1 127.0.0.1 57362 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:13 ALLOW TCP 127.0.0.1 127.0.0.1 57362 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:14 ALLOW TCP 127.0.0.1 127.0.0.1 57363 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:14 ALLOW TCP 127.0.0.1 127.0.0.1 57363 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:15 ALLOW TCP 127.0.0.1 127.0.0.1 57364 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:15 ALLOW TCP 127.0.0.1 127.0.0.1 57364 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:16 ALLOW TCP 127.0.0.1 127.0.0.1 57365 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:16 ALLOW TCP 127.0.0.1 127.0.0.1 57365 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:17 ALLOW TCP 127.0.0.1 127.0.0.1 57367 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:17 ALLOW TCP 127.0.0.1 127.0.0.1 57367 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:18 ALLOW TCP 127.0.0.1 127.0.0.1 57369 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:18 ALLOW TCP 127.0.0.1 127.0.0.1 57369 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:19 ALLOW TCP 127.0.0.1 127.0.0.1 57370 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:19 ALLOW TCP 127.0.0.1 127.0.0.1 57370 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:20 ALLOW TCP 127.0.0.1 127.0.0.1 57371 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:20 ALLOW TCP 127.0.0.1 127.0.0.1 57371 9770 0 - 0 0 0 - - - RECEIVE
2021-02-11 15:20:21 ALLOW TCP 127.0.0.1 127.0.0.1 57372 9770 0 - 0 0 0 - - - SEND
2021-02-11 15:20:21 ALLOW TCP 127.0.0.1 127.0.0.1 57372 9770 0 - 0 0 0 - - - RECEIVE
