Log analysis
2021-02-11 17:16:42 ALLOW UDP 192.168.1.166 43.229.65.1 50257 8181 0 - - - - - - - SEND
2021-02-11 17:16:42 ALLOW UDP 192.168.1.166 151.106.248.1 50258 8181 0 - - - - - - - SEND
2021-02-11 17:16:42 ALLOW UDP 192.168.1.166 43.229.65.1 50259 8181 0 - - - - - - - SEND
2021-02-11 17:16:42 ALLOW UDP 192.168.1.166 151.106.248.1 50260 8181 0 - - - - - - - SEND
2021-02-11 17:16:43 ALLOW UDP 192.168.1.166 151.106.248.1 50261 8181 0 - - - - - - - SEND
2021-02-11 17:16:43 ALLOW UDP 192.168.1.166 43.229.65.1 50262 8181 0 - - - - - - - SEND
2021-02-11 17:16:43 ALLOW UDP 192.168.1.166 43.229.65.1 50263 8181 0 - - - - - - - SEND
2021-02-11 17:16:43 ALLOW UDP 192.168.1.166 43.229.65.1 50264 8181 0 - - - - - - - SEND
2021-02-11 17:16:43 ALLOW UDP 192.168.1.166 75.2.9.108 50265 8181 0 - - - - - - - SEND
2021-02-11 17:16:43 ALLOW UDP 192.168.1.166 75.2.9.108 50266 8181 0 - - - - - - - SEND
2021-02-11 17:16:44 ALLOW UDP 192.168.1.166 192.168.1.1 50458 53 0 - - - - - - - SEND
2021-02-11 17:16:44 ALLOW TCP 192.168.1.166 104.18.31.87 60666 443 0 - 0 0 0 - - - SEND
2021-02-11 17:16:58 ALLOW TCP 127.0.0.1 127.0.0.1 60671 59497 0 - 0 0 0 - - - SEND
2021-02-11 17:16:58 ALLOW TCP 127.0.0.1 127.0.0.1 60671 59497 0 - 0 0 0 - - - RECEIVE
2021-02-11 17:17:23 ALLOW TCP 192.168.1.166 40.91.72.120 60684 443 0 - 0 0 0 - - - SEND
2021-02-11 17:17:27 ALLOW UDP 192.168.1.166 192.168.1.1 50512 53 0 - - - - - - - SEND
2021-02-11 17:17:27 ALLOW TCP 192.168.1.166 54.158.119.111 60685 443 0 - 0 0 0 - - - SEND
2021-02-11 17:17:28 ALLOW UDP 192.168.1.166 192.168.1.1 55567 53 0 - - - - - - - SEND
2021-02-11 17:17:28 ALLOW TCP 192.168.1.166 52.86.133.180 60688 443 0 - 0 0 0 - - - SEND
2021-02-11 17:17:29 ALLOW UDP 192.168.1.166 192.168.1.1 55218 53 0 - - - - - - - SEND
2021-02-11 17:17:30 ALLOW TCP 192.168.1.166 54.174.103.60 60689 443 0 - 0 0 0 - - - SEND
2021-02-11 17:17:40 ALLOW UDP 192.168.1.166 192.168.1.1 51804 53 0 - - - - - - - SEND
2021-02-11 17:17:40 ALLOW UDP 192.168.1.166 142.250.67.206 51805 443 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 192.168.1.1 52586 53 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 142.250.77.42 52587 443 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW TCP 192.168.1.166 142.250.77.42 60694 443 0 - 0 0 0 - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 99.83.136.104 52589 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 43.229.65.1 52590 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 13.248.220.97 52591 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 43.229.65.1 52592 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 99.83.187.195 52588 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 151.106.248.1 52593 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 75.2.69.178 52594 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 43.229.65.1 52595 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 75.2.9.108 52596 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 151.106.248.1 52598 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 99.83.136.104 52597 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 99.83.187.195 52599 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 43.229.65.1 52600 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 43.229.65.1 52601 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 13.248.220.97 52602 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 99.83.136.104 52603 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 75.2.69.178 52604 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 151.106.248.1 52605 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 99.83.187.195 52606 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 75.2.9.108 52607 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 99.83.136.104 52608 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 43.229.65.1 52609 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 75.2.69.178 52610 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 43.229.65.1 52611 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 43.229.65.1 52612 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 13.248.220.97 52613 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 99.83.136.104 52614 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 151.106.248.1 52615 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 75.2.69.178 52616 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 99.83.187.195 52617 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 99.83.136.104 52618 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 75.2.9.108 52619 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 43.229.65.1 52620 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 43.229.65.1 52621 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 13.248.220.97 52622 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 75.2.69.178 52623 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 151.106.248.1 52624 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 99.83.136.104 52625 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 43.229.65.1 52626 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 99.83.187.195 52627 8181 0 - - - - - - - SEND
2021-02-11 17:17:41 ALLOW UDP 192.168.1.166 43.229.65.1 52628 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 99.83.136.104 52629 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 75.2.69.178 52630 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 75.2.9.108 52631 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 43.229.65.1 52632 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 13.248.220.97 52633 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 151.106.248.1 52634 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 43.229.65.1 52635 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 99.83.187.195 52636 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 75.2.9.108 52637 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 43.229.65.1 52638 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 43.229.65.1 52645 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 13.248.220.97 52646 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 151.106.248.1 52647 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 99.83.187.195 52648 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 75.2.9.108 52649 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 43.229.65.1 52650 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 43.229.65.1 52651 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 43.229.65.1 52652 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 151.106.248.1 52653 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 13.248.220.97 52654 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 99.83.187.195 52655 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 43.229.65.1 52656 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 75.2.9.108 52657 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 43.229.65.1 52658 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 13.248.220.97 52659 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 43.229.65.1 52660 8181 0 - - - - - - - SEND
2021-02-11 17:17:42 ALLOW UDP 192.168.1.166 75.2.9.108 52661 8181 0 - - - - - - - SEND
2021-02-11 17:17:43 ALLOW UDP 192.168.1.166 75.2.69.178 52662 8181 0 - - - - - - - SEND
2021-02-11 17:17:43 ALLOW UDP 192.168.1.166 43.229.65.1 52663 8181 0 - - - - - - - SEND
2021-02-11 17:17:43 ALLOW UDP 192.168.1.166 43.229.65.1 52664 8181 0 - - - - - - - SEND
2021-02-11 17:17:44 ALLOW UDP 192.168.1.166 75.2.69.178 52665 8181 0 - - - - - - - SEND
2021-02-11 17:17:50 ALLOW UDP 127.0.0.1 127.0.0.1 61832 9999 0 - - - - - - - SEND
2021-02-11 17:17:50 ALLOW UDP 192.168.56.1 239.255.255.250 52682 1900 0 - - - - - - - SEND
2021-02-11 17:17:50 ALLOW UDP 192.168.99.1 239.255.255.250 52683 1900 0 - - - - - - - SEND
2021-02-11 17:17:50 ALLOW UDP 192.168.99.1 239.255.255.250 52683 1900 0 - - - - - - - RECEIVE
2021-02-11 17:17:50 ALLOW UDP 10.5.1.4 239.255.255.250 52684 1900 0 - - - - - - - SEND
2021-02-11 17:17:50 ALLOW UDP 192.168.1.166 239.255.255.250 52685 1900 0 - - - - - - - SEND
2021-02-11 17:18:39 ALLOW UDP 192.168.1.166 192.168.1.1 60422 53 0 - - - - - - - SEND
2021-02-11 17:18:39 ALLOW TCP 192.168.1.166 104.16.55.40 60731 443 0 - 0 0 0 - - - SEND
2021-02-11 17:18:39 ALLOW TCP 192.168.1.166 104.16.55.40 60732 443 0 - 0 0 0 - - - SEND
2021-02-11 17:18:40 ALLOW UDP 192.168.1.166 192.168.1.1 53224 53 0 - - - - - - - SEND
2021-02-11 17:18:41 ALLOW UDP 192.168.1.166 192.168.1.1 63771 53 0 - - - - - - - SEND
2021-02-11 17:18:41 ALLOW TCP 192.168.1.166 13.227.178.29 60735 443 0 - 0 0 0 - - - SEND
2021-02-11 17:18:44 ALLOW UDP 192.168.1.166 99.83.136.104 63780 8181 0 - - - - - - - SEND
2021-02-11 17:18:44 ALLOW UDP 192.168.1.166 13.248.220.97 63777 8181 0 - - - - - - - SEND
2021-02-11 17:18:44 ALLOW UDP 192.168.1.166 43.229.65.1 63778 8181 0 - - - - - - - SEND
2021-02-11 17:18:44 ALLOW UDP 192.168.1.166 43.229.65.1 63781 8181 0 - - - - - - - SEND
2021-02-11 17:18:44 ALLOW UDP 192.168.1.166 99.83.187.195 63779 8181 0 - - - - - - - SEND
2021-02-11 17:18:44 ALLOW UDP 192.168.1.166 151.106.248.1 63782 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW TCP 127.0.0.1 127.0.0.1 60739 60738 0 - 0 0 0 - - - SEND
2021-02-11 17:18:45 ALLOW TCP 127.0.0.1 127.0.0.1 60739 60738 0 - 0 0 0 - - - RECEIVE
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 192.168.1.1 57907 53 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW TCP 192.168.1.166 23.217.53.86 60740 443 0 - 0 0 0 - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 75.2.69.178 57908 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 43.229.65.1 57909 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 75.2.9.108 57915 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 99.83.136.104 57916 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 151.106.248.1 57917 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 99.83.187.195 57918 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 43.229.65.1 57919 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 75.2.69.178 57920 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 13.248.220.97 57921 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 43.229.65.1 57922 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 99.83.136.104 57923 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 151.106.248.1 57924 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 99.83.187.195 57925 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 75.2.9.108 57926 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 75.2.69.178 57927 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 99.83.136.104 57928 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 43.229.65.1 57929 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 151.106.248.1 57930 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 43.229.65.1 57931 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 13.248.220.97 57932 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 99.83.136.104 57933 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 43.229.65.1 57934 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 75.2.69.178 57935 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 99.83.187.195 57936 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 151.106.248.1 57937 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 99.83.136.104 57938 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 75.2.9.108 57939 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 13.248.220.97 57940 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 75.2.69.178 57941 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 99.83.136.104 57942 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 43.229.65.1 57943 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 43.229.65.1 57944 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 151.106.248.1 57947 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 99.83.187.195 57948 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 99.83.136.104 57949 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 43.229.65.1 57950 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 75.2.69.178 57951 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 75.2.9.108 57952 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 13.248.220.97 57953 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 151.106.248.1 57954 8181 0 - - - - - - - SEND
2021-02-11 17:18:45 ALLOW UDP 192.168.1.166 43.229.65.1 57955 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 151.106.248.1 57958 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 43.229.65.1 57957 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 99.83.187.195 57959 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 43.229.65.1 57956 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 13.248.220.97 57960 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW TCP 127.0.0.1 127.0.0.1 60741 59497 0 - 0 0 0 - - - SEND
2021-02-11 17:18:46 ALLOW TCP 127.0.0.1 127.0.0.1 60741 59497 0 - 0 0 0 - - - RECEIVE
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 52.74.165.55 60256 6250 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW TCP 127.0.0.1 127.0.0.1 60742 59497 0 - 0 0 0 - - - SEND
2021-02-11 17:18:46 ALLOW TCP 127.0.0.1 127.0.0.1 60742 59497 0 - 0 0 0 - - - RECEIVE
2021-02-11 17:18:46 ALLOW TCP 127.0.0.1 127.0.0.1 60743 59497 0 - 0 0 0 - - - SEND
2021-02-11 17:18:46 ALLOW TCP 127.0.0.1 127.0.0.1 60743 59497 0 - 0 0 0 - - - RECEIVE
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 192.168.1.1 59213 53 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW TCP 192.168.1.166 104.18.31.87 60744 443 0 - 0 0 0 - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 75.2.69.178 59229 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 43.229.65.1 59258 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 75.2.9.108 59259 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 99.83.187.195 59260 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 75.2.69.178 59261 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 13.248.220.97 59262 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 43.229.65.1 59263 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 43.229.65.1 59264 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 99.83.187.195 59265 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 75.2.9.108 59281 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 13.248.220.97 59289 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 43.229.65.1 59290 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 43.229.65.1 59291 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 75.2.9.108 59292 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 43.229.65.1 59295 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 75.2.9.108 59299 8181 0 - - - - - - - SEND
2021-02-11 17:18:46 ALLOW UDP 192.168.1.166 192.168.1.1 55918 53 0 - - - - - - - SEND
2021-02-11 17:18:51 ALLOW UDP 192.168.1.166 43.229.65.1 55997 8181 0 - - - - - - - SEND
2021-02-11 17:18:51 ALLOW UDP 192.168.1.166 192.168.1.1 56974 53 0 - - - - - - - SEND
2021-02-11 17:18:51 ALLOW TCP 192.168.1.166 104.18.31.87 60745 443 0 - 0 0 0 - - - SEND
2021-02-11 17:18:51 ALLOW TCP 192.168.1.166 104.18.31.87 60746 443 0 - 0 0 0 - - - SEND
2021-02-11 17:18:51 ALLOW TCP 192.168.1.166 104.18.31.87 60747 443 0 - 0 0 0 - - - SEND
2021-02-11 17:18:51 ALLOW TCP 192.168.1.166 104.18.31.87 60748 443 0 - 0 0 0 - - - SEND
2021-02-11 17:18:51 ALLOW TCP 192.168.1.166 104.18.31.87 60749 443 0 - 0 0 0 - - - SEND
2021-02-11 17:18:51 ALLOW TCP 192.168.1.166 104.18.31.87 60750 443 0 - 0 0 0 - - - SEND
2021-02-11 17:18:51 ALLOW UDP 192.168.1.166 43.229.65.1 56975 8181 0 - - - - - - - SEND
2021-02-11 17:18:52 ALLOW UDP 192.168.1.166 43.229.65.1 56979 8181 0 - - - - - - - SEND
2021-02-11 17:18:52 ALLOW UDP 192.168.1.166 43.229.65.1 56980 8181 0 - - - - - - - SEND
2021-02-11 17:18:52 ALLOW TCP 192.168.1.166 104.16.55.40 60753 443 0 - 0 0 0 - - - SEND
2021-02-11 17:18:52 ALLOW TCP 192.168.1.166 162.247.243.148 60754 443 0 - 0 0 0 - - - SEND
2021-02-11 17:18:52 ALLOW UDP 192.168.1.166 192.168.1.1 63095 53 0 - - - - - - - SEND
2021-02-11 17:18:52 ALLOW TCP 192.168.1.166 104.18.31.87 60755 443 0 - 0 0 0 - - - SEND
2021-02-11 17:18:52 ALLOW UDP 192.168.1.166 192.168.1.1 61185 53 0 - - - - - - - SEND
2021-02-11 17:18:59 ALLOW TCP 192.168.1.166 104.18.31.87 60758 443 0 - 0 0 0 - - - SEND
2021-02-11 17:19:36 ALLOW UDP 192.168.1.166 192.168.1.1 57707 53 0 - - - - - - - SEND
2021-02-11 17:19:36 ALLOW TCP 192.168.1.166 23.221.52.173 60773 80 0 - 0 0 0 - - - SEND
2021-02-11 17:19:36 ALLOW UDP 192.168.1.166 192.168.1.1 64918 53 0 - - - - - - - SEND
2021-02-11 17:19:36 ALLOW TCP 192.168.1.166 23.217.53.54 60774 443 0 - 0 0 0 - - - SEND
2021-02-11 17:19:43 ALLOW UDP 192.168.1.166 192.168.1.1 63683 53 0 - - - - - - - SEND
2021-02-11 17:19:43 ALLOW TCP 192.168.1.166 23.221.54.249 60777 443 0 - 0 0 0 - - - SEND
2021-02-11 17:19:47 ALLOW TCP 192.168.1.166 104.18.31.87 60778 443 0 - 0 0 0 - - - SEND
2021-02-11 17:19:48 ALLOW TCP 192.168.1.166 104.18.31.87 60779 443 0 - 0 0 0 - - - SEND
2021-02-11 17:19:48 ALLOW TCP 192.168.1.166 104.18.31.87 60780 443 0 - 0 0 0 - - - SEND
2021-02-11 17:19:48 ALLOW TCP 192.168.1.166 104.18.31.87 60781 443 0 - 0 0 0 - - - SEND
2021-02-11 17:19:48 ALLOW TCP 192.168.1.166 104.18.31.87 60783 443 0 - 0 0 0 - - - SEND
2021-02-11 17:19:48 ALLOW TCP 192.168.1.166 104.18.31.87 60782 443 0 - 0 0 0 - - - SEND
2021-02-11 17:19:49 ALLOW UDP 192.168.1.166 13.248.205.128 63698 8181 0 - - - - - - - SEND
2021-02-11 17:19:49 ALLOW UDP 192.168.1.166 43.229.65.1 63697 8181 0 - - - - - - - SEND
2021-02-11 17:19:49 ALLOW UDP 192.168.1.166 13.248.220.97 63701 8181 0 - - - - - - - SEND
2021-02-11 17:19:49 ALLOW UDP 192.168.1.166 43.229.65.1 63700 8181 0 - - - - - - - SEND
2021-02-11 17:19:49 ALLOW UDP 192.168.1.166 75.2.66.166 63699 8181 0 - - - - - - - SEND
2021-02-11 17:19:49 ALLOW TCP 192.168.1.166 104.18.31.87 60786 443 0 - 0 0 0 - - - SEND
2021-02-11 17:19:49 ALLOW UDP 192.168.1.166 151.106.248.1 63702 8181 0 - - - - - - - SEND
2021-02-11 17:19:49 ALLOW UDP 192.168.1.166 76.223.1.250 63703 8181 0 - - - - - - - SEND
2021-02-11 17:19:49 ALLOW UDP 192.168.1.166 43.229.65.1 63704 8181 0 - - - - - - - SEND
2021-02-11 17:19:49 ALLOW UDP 192.168.1.166 99.83.199.231 63705 8181 0 - - - - - - - SEND
2021-02-11 17:19:49 ALLOW UDP 192.168.1.166 75.2.66.166 63706 8181 0 - - - - - - - SEND
2021-02-11 17:19:49 ALLOW UDP 192.168.1.166 151.106.248.1 63707 8181 0 - - - - - - - SEND
2021-02-11 17:19:49 ALLOW UDP 192.168.1.166 13.248.205.128 63708 8181 0 - - - - - - - SEND
2021-02-11 17:19:49 ALLOW UDP 192.168.1.166 43.229.65.1 63709 8181 0 - - - - - - - SEND
2021-02-11 17:19:49 ALLOW UDP 192.168.1.166 13.248.220.97 63710 8181 0 - - - - - - - SEND
2021-02-11 17:19:49 ALLOW UDP 192.168.1.166 76.223.1.250 63711 8181 0 - - - - - - - SEND
2021-02-11 17:19:49 ALLOW UDP 192.168.1.166 75.2.66.166 63712 8181 0 - - - - - - - SEND
2021-02-11 17:19:49 ALLOW UDP 192.168.1.166 43.229.65.1 63713 8181 0 - - - - - - - SEND
2021-02-11 17:19:49 ALLOW UDP 192.168.1.166 151.106.248.1 63714 8181 0 - - - - - - - SEND
2021-02-11 17:19:49 ALLOW UDP 192.168.1.166 13.248.205.128 63715 8181 0 - - - - - - - SEND
2021-02-11 17:19:49 ALLOW UDP 192.168.1.166 99.83.199.231 63716 8181 0 - - - - - - - SEND
2021-02-11 17:19:49 ALLOW UDP 192.168.1.166 75.2.66.166 63717 8181 0 - - - - - - - SEND
